Source;Target;Type;Id;Weight
223;130;Undirected;2067;1
223;74;Undirected;2068;1
223;136;Undirected;2069;1
223;45;Undirected;2070;1
223;70;Undirected;2071;1
223;80;Undirected;2072;1
223;37;Undirected;2073;1
224;136;Undirected;2074;1
224;93;Undirected;2075;1
225;136;Undirected;2076;1
225;170;Undirected;2077;1
226;136;Undirected;2078;1
226;105;Undirected;2079;1
226;50;Undirected;2080;1
227;50;Undirected;2081;1
227;36;Undirected;2082;1
228;50;Undirected;2083;1
228;130;Undirected;2084;1
228;219;Undirected;2085;1
229;136;Undirected;2086;1
229;154;Undirected;2087;1
229;70;Undirected;2088;1
229;50;Undirected;2089;1
229;130;Undirected;2090;1
229;77;Undirected;2091;1
229;176;Undirected;2092;1
229;41;Undirected;2093;1
230;80;Undirected;2094;1
231;80;Undirected;2095;1
232;200;Undirected;2096;1
233;136;Undirected;2097;1
233;35;Undirected;2098;1
234;50;Undirected;2099;1
234;164;Undirected;2100;1
